key,source,Translation,context
B16499A946F847B7B5E1B991A8FFDF04,The Prophet… he had doubts.,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S16b_PlaceOfSolitude.json
Name: DA_CM_13_MIF_S16b_PlaceOfSolitude
Speaker: Nara
DialogueText"
8D2B5BAE4EB2B96835ABC2900DC7044E,"He's human, isn't he?",,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S16b_PlaceOfSolitude.json
Name: DA_CM_13_MIF_S16b_PlaceOfSolitude
Speaker: Forsaken
DialogueText"
BB7741B44CE19D3717BFA4A5FC963BE4,Yes…,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S16b_PlaceOfSolitude.json
Name: DA_CM_13_MIF_S16b_PlaceOfSolitude
Speaker: Nara
DialogueText"
6C0856EB44DD1066FCFB9CB35ED536BA,<IH1>It's hard to think of him as human.</>,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S16b_PlaceOfSolitude.json
Name: DA_CM_13_MIF_S16b_PlaceOfSolitude
Speaker: Nara-Int
DialogueText"
2678B3F94F8BDDB978666BA97BE7ADA3,<IH1>Torment fields!</>,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S17b_JourneyContinues1.json
Name: DA_CM_13_MIF_S17b_JourneyContinues1
Speaker: Nara-Int
DialogueText"
8601FC4C45053CA60FD744B2A10961AE,<IH1>… with my Rite of the Star.</>,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S18_JourneyContinues3.json
Name: DA_CM_13_MIF_S18_JourneyContinues3
Speaker: Nara-Int
DialogueText"
8FA65C5E4E9B139E6DFC58BAED7E9444,Another Faceless Swarm. Stay clear!,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S18b_JourneyContinues2.json
Name: DA_CM_13_MIF_S18b_JourneyContinues2
Speaker: Forsaken
DialogueText"
C7FA42DF4B25169D5541F6B4D2E41B2A,"No, I can spear through it now…",,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S18b_JourneyContinues2.json
Name: DA_CM_13_MIF_S18b_JourneyContinues2
Speaker: Nara
DialogueText"
0896D7C1481CBE7CF4F9F086336148C3,All clear!,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S18c_JourneyContinues4.json
Name: DA_CM_13_MIF_S18c_JourneyContinues4
Speaker: Forsaken
DialogueText"
1D1F4BF14DABBC45B99D7E8847A25683,"Then let's leave. We must get to the ritual site… the ""Heart."" It will lead us to him…",,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S18c_JourneyContinues4.json
Name: DA_CM_13_MIF_S18c_JourneyContinues4
Speaker: Nara
DialogueText"
64FC92264E8EDE584A72D283971048CC,Great Prophet… that's true power!,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S19_DisplayOfPower.json
Name: DA_CM_13_MIF_S19_DisplayOfPower
Speaker: Nara-Mem
DialogueText"
24A059474D5241A8B77CE1A4E3EA75E8,Yes… it is…,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S19_DisplayOfPower.json
Name: DA_CM_13_MIF_S19_DisplayOfPower
Speaker: Prophet-Mem
DialogueText"
D51873614B69D1482F10A08170467B5A,And our path to Chorus…,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S19_DisplayOfPower.json
Name: DA_CM_13_MIF_S19_DisplayOfPower
Speaker: Prophet-Mem
DialogueText"
A0D1557744B085CA78EE8788B9ABD3E0,<IH1>It's only the start…</>,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S19b_DisplayOfPower.json
Name: DA_CM_13_MIF_S19b_DisplayOfPower
Speaker: Nara-Int
DialogueText"
A6FB2BB2423572BE71DD0C9C9A9D6236,Mastering the Rites alone isn't enough to attain Chorus.,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S19b_DisplayOfPower.json
Name: DA_CM_13_MIF_S19b_DisplayOfPower
Speaker: Nara
DialogueText"
B3CBFD1647F0ED2451A58BB48F983931,The Prophet found the path beyond them.,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S19b_DisplayOfPower.json
Name: DA_CM_13_MIF_S19b_DisplayOfPower
Speaker: Forsaken
DialogueText"
0B79BCC7483A20E1022BA499A4102C6B,<IH1>But how…</>,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S19b_DisplayOfPower.json
Name: DA_CM_13_MIF_S19b_DisplayOfPower
Speaker: Nara-Int
DialogueText"
A0F9FF5B4617ED2210E4BB9E7639CE0F,Finally…,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S21_PowerTrial.json
Name: DA_CM_13_MIF_S21_PowerTrial
Speaker: Nara
DialogueText"
8CE34A0A48CF75F975684793AA0DC9D6,…we can spear through these fractures.,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S21_PowerTrial.json
Name: DA_CM_13_MIF_S21_PowerTrial
Speaker: Forsaken
DialogueText"
6583715A40E3905B88E24CA63D446A7B,Yes.,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S21_PowerTrial.json
Name: DA_CM_13_MIF_S21_PowerTrial
Speaker: Nara
DialogueText"
1B8DA69C483D05F5A660CA93CA90A8C6,<IH1>I'm a falling star… burning away the shadows.</>,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S21c_PowerFeedback2.json
Name: DA_CM_13_MIF_S21c_PowerFeedback2
Speaker: Nara-Int
DialogueText"
B3E0A4BB4E344E09D2890CBF287F3FCE,<IH1>My key to venturing deeper…</>,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S23_PathToPower2.json
Name: DA_CM_13_MIF_S23_PathToPower2
Speaker: Nara-Int
DialogueText"
38B7682B4A0E6AA6AFF7148AA791AE10,We are blocked.,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S24a_PuzzleRoom.json
Name: DA_CM_13_MIF_S24a_PuzzleRoom
Speaker: Forsaken
DialogueText"
1A0E2D6044B6761FF7DE44B8BA3279FD,There must be Regrowth Seals nearby.,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S24a_PuzzleRoom.json
Name: DA_CM_13_MIF_S24a_PuzzleRoom
Speaker: Nara
DialogueText"
ECD8D90444E702F2B25F75B00DEF8CDD,The gate is opening.,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S24b_PuzzleRoom.json
Name: DA_CM_13_MIF_S24b_PuzzleRoom
Speaker: Forsaken
DialogueText"
E50B46234CD14C32559E31BC1EA6E067,The darkness grows deeper here…,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S25b_JourneyContinues2.json
Name: DA_CM_13_MIF_S25b_JourneyContinues2
Speaker: Forsaken
DialogueText"
A55EC86E4D98B2502D638B8E6FF17976,"Yes… ""it"" lingers… everywhere.",,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S25b_JourneyContinues2.json
Name: DA_CM_13_MIF_S25b_JourneyContinues2
Speaker: Nara
DialogueText"
30211F3A4E24C7BDB31A1EAFC13C95DC,The Guilt is following us.,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S25e_GuiltEncounter1B.json
Name: DA_CM_13_MIF_S25e_GuiltEncounter1B
Speaker: Forsaken
DialogueText"
05F7EF4340DDD1B36A7BC4B63AACEBB8,Out now! There must be another way forward…,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S25e_GuiltEncounter1B.json
Name: DA_CM_13_MIF_S25e_GuiltEncounter1B
Speaker: Nara
DialogueText"
0BB0496440C121EB12AD47BFF0EF874E,Our path back is blocked…,,"Mission/LocMIF01_DreamsOfThePast/Dialogues/DA_CM_13_MIF_S25f_ApproachingGuilt.json
Name: DA_CM_13_MIF_S25f_ApproachingGuilt
Speaker: Nara
DialogueText"
210787A54030814B6069FEB32FEC8E5E,"I've been thinking… the Prophet… he ""bonded"" with the Faceless.",,"Mission/LocMIF01_GoToTheHeart/Dialogues/DA_LI_15_MIF_S01_NextStep.json
Name: DA_LI_15_MIF_S01_NextStep
Speaker: Nara
DialogueText"
DE105B4545641791A65781978A2108E8,But it changed him. They must have…,,"Mission/LocMIF01_GoToTheHeart/Dialogues/DA_LI_15_MIF_S01_NextStep.json
Name: DA_LI_15_MIF_S01_NextStep
Speaker: Nara
DialogueText"
54BF7D644AC0E645301D7886380984B3,… consumed him.,,"Mission/LocMIF01_GoToTheHeart/Dialogues/DA_LI_15_MIF_S01_NextStep.json
Name: DA_LI_15_MIF_S01_NextStep
Speaker: Forsaken
DialogueText"
37E30A9E4C1FBAEE08665EBEF40B75D0,What if that happens to me? If the Faceless learn all I know…,,"Mission/LocMIF01_GoToTheHeart/Dialogues/DA_LI_15_MIF_S01_NextStep.json
Name: DA_LI_15_MIF_S01_NextStep
Speaker: Nara
DialogueText"
003B4D504AFA2CE507562396E31D5AA9,That would be the end of everything… everyone.,,"Mission/LocMIF01_GoToTheHeart/Dialogues/DA_LI_15_MIF_S01_NextStep.json
Name: DA_LI_15_MIF_S01_NextStep
Speaker: Nara
DialogueText"
4980BE694A49EC7C29C6F9888769BBAA,All humankind will suffer for my failure.,,"Mission/LocMIF01_GoToTheHeart/Dialogues/DA_LI_15_MIF_S01_NextStep.json
Name: DA_LI_15_MIF_S01_NextStep
Speaker: Nara
DialogueText"
6DAF15104F9F738004D677BF56DE7BB3,You are not him. You've overcome many weaknesses.,,"Mission/LocMIF01_GoToTheHeart/Dialogues/DA_LI_15_MIF_S01_NextStep.json
Name: DA_LI_15_MIF_S01_NextStep
Speaker: Forsaken
DialogueText"
8D3E3F564DD298DEDCD4D6BD0F190FCA,<IH1>I still have many left…</>,,"Mission/LocMIF01_GoToTheHeart/Dialogues/DA_LI_15_MIF_S01_NextStep.json
Name: DA_LI_15_MIF_S01_NextStep
Speaker: Nara-Int
DialogueText"
13A7E74240D6DD62FC02458D00D9D4B8,We're the only ones who can find him now…,,"Mission/LocMIF01_GoToTheHeart/Dialogues/DA_LI_15_MIF_S01_NextStep.json
Name: DA_LI_15_MIF_S01_NextStep
Speaker: Nara
DialogueText"
5F3F47ED4696F166B996EBBE613CB3D6,We will.,,"Mission/LocMIF01_GoToTheHeart/Dialogues/DA_LI_15_MIF_S01_NextStep.json
Name: DA_LI_15_MIF_S01_NextStep
Speaker: Forsaken
DialogueText"
E30041CF4506B4AADE9018BE3101E09A,Nara's mind was corrupted by the Faceless.,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_FailMission_257
DeathMenuText"
4BB152E04028CDAEEE4778833EEA3794,Nara's mind was corrupted by the Faceless.,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_FailMission_273
DeathMenuText"
3A24CE0A4BB041390B33A6AE917824B8,The final ritual,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_MainObjective_14
Title"
33B0D9C34CD96A352DEBC6A1CE649CDF,The final ritual,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_MainObjective_143
Title"
213F874148100FD98F168A95C6A8825B,The final ritual,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_MainObjective_165
Title"
7A1D0ECC40FB7D98B0C18FA091C59477,The final ritual,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_MainObjective_181
Title"
BF928D5F4A62739113BBFB85CAD6032F,The final ritual,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_MainObjective_185
Title"
1C847C3A49BD65D699E670B42C0E7449,The final ritual,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_MainObjective_98
Title"
507999CC406EEF9CA3C1BF9EF538DC84,Faceless Spectre,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetMissionMarkers_24
DisplayName"
7BBFDDFA4AF0045F5131628A4A3661E9,Tear anomaly,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetMissionMarkers_25
DisplayName"
771504BE4AB30EAF9567559F34058A0E,"Use <gameaction id=""ActivePower4"" width=""54"" height=""54""/> to hold an enemy. Press <gameaction id=""ActivePower4"" width=""54"" height=""54""/> again to thrust it into an obstacle or a tear anomaly.",,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInfo_C_16
Text"
E09B6EDE409DBFA3E2CB1BBA9F1F0705,"Use <gameaction id=""ActivePower4"" width=""54"" height=""54""/> to hold an enemy. Press <gameaction id=""ActivePower4"" width=""54"" height=""54""/> again to thrust it into an obstacle or a tear anomaly.",,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInfo_C_17
Text"
394239814BC6EE6235ED1DBCA0B558F0,Rite of Control,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_456
InstructionText"
98FDA41A48EFC529CDE107AE9751B509,Press {ActionInput} to thrust Facless Spectres into tear anomalies,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_456
InteractionToDo"
57807CC14F0C98A3F0805B8A6F582479,Press {ActionInput} to thrust Facless Spectres into tear anomalies,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_457
InteractionToDo"
6772C46547B038EF8A66D9AE57461342,Rite of Control,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_489
InstructionText"
CCC603C7400769E28DD0D18DE751081B,Press {ActionInput} to thrust Facless Spectres into tear anomalies,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_489
InteractionToDo"
07E2D2454D105DF6A15B24BA889516FB,Press {ActionInput} to hold a maximum of two enemies at once,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_505
InteractionToDo"
0F6641E042B32A5B85FBCF950A55AB51,Rite of Control,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_516
InstructionText"
0BE06807464D71C4CCFE1BA87461B29B,Press {ActionInput} to hold and thrust enemies into obstacles,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_516
InteractionToDo"
DB31A7F54C4E5780105B1E95DC58C558,Rite of Control,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_517
InstructionText"
E71AE3534086168EBEA1BA91B8C9377E,Press {ActionInput} to hold and thrust enemies into each other,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_517
InteractionToDo"
075387CD4BCFC68BAE820D8FFA0A0041,Press {ActionInput} to hold and thrust enemies into each other,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_518
InteractionToDo"
730C2D5F47FA1D132B8A0D8EA04F1FAA,Press {ActionInput} to hold and thrust enemies into obstacles,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetTutorialInteractionPrompt_C_519
InteractionToDo"
0D774C1B4C3732810BAEFAAAE10F1289,Resilience,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetupEnemyInfoDisplayBar_C_5457
HeaderText"
6A10E5624705E16CACE865B44C90EAAF,Resilience,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetupEnemyInfoDisplayBar_C_5846
HeaderText"
6564BB064560BB5EE8BC76976BC34292,Resilience,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetupEnemyInfoDisplayBar_C_5847
HeaderText"
C032FC494CE3CAC9CEB84D92DC105C2F,Resilience,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SetupEnemyInfoDisplayBar_C_6207
HeaderText"
5381878E4F7E961D33C282A2CD5EB2FE,Follow Prophet's trail,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_2330
Text"
A8B6DBBA4F5D5FAA585844BFCF232036,Investigate Prophet's memory,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_2331
Text"
B04A62DB4B9921003E824FBBB6D63239,Approach Spirit Passage,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_2332
Text"
46558A1344A0C94DB2D17BBB14DADABE,Approach Spirit Passage,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_2333
Text"
1B9325CB4AADA74ADBC2AFA28440C7A3,Launch Spectre at anomaly,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4051
Text"
B4B15D634674A236FFC5D8A7B2C79E49,Move on to next chamber,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4052
Text"
9F80980144ED4982F5824199EC1D6B3E,Move on to next chamber,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4337
Text"
07892EF340CBFF50B14CCE9BC189CC30,Launch Faceless Spectres at anomalies,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4338
Text"
31D8425F489E413B5C2897B5E613549F,Launch Faceless Spectres at anomalies,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4480
Text"
292E9C8441655F724E0AD3904A4885D8,Investigate Prophet's memory,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4481
Text"
8B1F51C045BDAA0584AAAFA4678E4750,Investigate Prophet's memory,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4482
Text"
35DFAD4F4031DE7743FE3A95961C246C,Move on to next chamber,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4483
Text"
271C67564C0C512AF68EDD888AF25318,Destroy Faceless forces,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4553
Text"
EBDB760844071C8C0ADD659791C150B0,Destroy Faceless forces,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4587
Text"
60003C6642271DAEC92F7EBF293A8059,Investigate Prophet's memory,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4588
Text"
B21E6E744DC8EB04CB48B494D4806E6D,Investigate Prophet's memory,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4589
Text"
9EA7A23440042C1872553C9768E2D76F,Move on to next chamber,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4590
Text"
5A2C2E9641A964BE1B7D35947BB05998,Move on to next chamber,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4591
Text"
7D7D4C7B451EE8945192909720D1448C,Destroy all attackers,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4606
Text"
E6C6F2A6413FF28BF583419558FF6368,Destroy all attackers,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4616
Text"
CC09910E428E599C6D1317B0E8BFB09B,Investigate Prophet's memory,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4617
Text"
B2991A854439B0D9A071DB84B099649C,Investigate Prophet's memory,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4618
Text"
8276BA5C420F3CF6AA0AA18A030CD44C,Move on to next chamber,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4620
Text"
00C80A444BAE2058AA5020A36E679E56,Launch Spectre at anomaly,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4621
Text"
7303F7724064986E96EA01B074396569,Approach Spirit Passage,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4623
Text"
57654296482D75E2FFF4F2AEE6A05080,Follow Prophet's trail,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4624
Text"
FEBF8FA447B2A48A3447ADA393BC55E3,Investigate Prophet's memory,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_4625
Text"
25A8D6E843A82362E5C01B8FCEC59654,Leave Faceless Void,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTAction_SubObjective_55
Text"
D08D46854394C768617F1099D797592A,Reality gateway,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTQuery_ReachLocation_21
ObjectiveMarkerDisplayNameInMap"
40D7AC2B4CAA66197CF792925C65B872,Spirit Passage,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTQuery_ReachLocation_521
ObjectiveMarkerDisplayNameInMap"
0EF9F3CF418533C43D083FBECADB84B7,Chamber exit,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTQuery_ReachLocation_645
ObjectiveMarkerDisplayNameInMap"
5F3B85024F832A02D79D4895EE35429E,Chamber exit,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTQuery_ReachLocation_684
ObjectiveMarkerDisplayNameInMap"
BA2FF01949190D99B099B7831292598E,Chamber exit,,"Mission/LocMIF02_AncientRitual/MT_AncientRitual_InsideRift.json
Name: MTQuery_ReachLocation_685
ObjectiveMarkerDisplayNameInMap"
700BC3DC46C3CE085008488000CE3682,<Groans>,,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S01_Arrival.json
Name: DA_CM_19B_RFR_S01_Arrival
Speaker: Nara
DialogueText"
287FD5014D1BFEBDB0DF4EABA9DEE422,Their song-- in my head! So loud!,,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S01_Arrival.json
Name: DA_CM_19B_RFR_S01_Arrival
Speaker: Nara
DialogueText"
0C7D0D4F473E69C4CE4607B9A1785438,"Nara, don't push back, find harmony…",,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S01_Arrival.json
Name: DA_CM_19B_RFR_S01_Arrival
Speaker: Forsaken
DialogueText"
A13258DF426D0DDB7B71629CBB40011D,… and flow <I>with</> the song… formless and untouched.,,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S01_Arrival.json
Name: DA_CM_19B_RFR_S01_Arrival
Speaker: Nara
DialogueText"
C2A0B380469AB71B2FF47F8C3B5E9B55,<IH1>Now… I'm a pure force.</>,,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S01_Arrival.json
Name: DA_CM_19B_RFR_S01_Arrival
Speaker: Nara-Int
DialogueText"
464607134BC53899DF7546AEA7C2252E,Yes… yes… their song shall flow <I>through</> me… reaching out.,,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S02a_MemoryRite.json
Name: DA_CM_19B_RFR_S02a_MemoryRite
Speaker: Prophet-Mem
DialogueText"
31B2032C4FD8EB8B41E7F0ACA4065B28,"I can use it… yes, I can shape it into my prime Rite.",,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S02a_MemoryRite.json
Name: DA_CM_19B_RFR_S02a_MemoryRite
Speaker: Prophet-Mem
DialogueText"
355C6806451DF36D8D7D959A94BE90F7,I shall control… everything!,,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S02a_MemoryRite.json
Name: DA_CM_19B_RFR_S02a_MemoryRite
Speaker: Prophet-Mem
DialogueText"
EE3203944F34A25C39630D91A29EF355,The Prophet gained a new Rite here…,,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S02b_MemoryRiteReact.json
Name: DA_CM_19B_RFR_S02b_MemoryRiteReact
Speaker: Nara
DialogueText"
2AE3C4F942B300DBFA535DBA9355384D,Surpassing the potential of any other Elder…,,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S02b_MemoryRiteReact.json
Name: DA_CM_19B_RFR_S02b_MemoryRiteReact
Speaker: Forsaken
DialogueText"
1EAB10A74E85698867D7F8B27029E297,<IH1>Did this… break him?</>,,"Mission/LocMIF02_AncientRitual/Dialogues/DA_CM_19B_RFR_S03_ApproachRite.json
Name: DA_CM_19B_RFR_S03_ApproachRite
Speaker: Nara-Int
DialogueText"
